mID,formula,vm1,vm2,vm3,sites,pointGroup,spaceGroup,volume,a,b,c,alpha,beta,gamma,eij,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
mp-19140,K3MnO4,1.0,1.0,1.0,8,-42m,121,154.03419240287363,5.85625766,5.85625765,5.85625765,105.41364684,111.53731673,111.53731673,0.259998,0.0,0.0,0.0,-0.222065,0.0,0.0,0.0,0.0,0.0,0.0,-0.222065,0.0,0.0,0.0,0.0,0.0,0.0,-0.90686
mp-34293,CsTaN2,1.0,1.0,1.0,8,-42m,122,175.52844893071807,6.29214015,6.27012682,6.29213977,60.11566560,59.76868228,60.11566206,0.091389,0.0,0.0,0.0,-0.22451,0.0,0.0,0.0,0.0,0.0,0.0,-0.22451,0.0,0.0,0.0,0.0,0.0,0.0,-0.02585
mp-639402,K3VO4,1.0,1.0,1.0,8,-42m,121,168.41109249271804,6.58916903,6.58916903,6.58916903,75.07007129,128.96302754,128.96302750,0.247722,0.0,0.0,0.0,-0.40183,0.0,0.0,0.0,0.0,0.0,0.0,-0.40183,0.0,0.0,0.0,0.0,0.0,0.0,-0.48354
mp-760415,Li3SbS4,1.0,1.0,1.0,8,-42m,121,178.716932459151,5.66857439,5.66857439,6.85568059,65.58004133,65.58004133,90.00000000,0.084235,0.0,0.0,0.0,0.13064,0.0,0.0,0.0,0.0,0.0,0.0,0.13064,0.0,0.0,0.0,0.0,0.0,0.0,0.17642
mp-764673,Na3VO4,1.0,1.0,1.0,8,-42m,121,123.92909659108881,5.98183271,5.98183271,5.98183271,129.59763755,129.59763755,74.05083150,0.275958,0.0,0.0,0.0,0.43635,0.0,0.0,0.0,0.0,0.0,0.0,0.43635,0.0,0.0,0.0,0.0,0.0,0.0,0.56122
mp-10074,GeSe2,1.0,1.0,1.0,6,-42m,122,177.82369795336416,6.07063307,6.07063307,6.45829149,118.03348778,118.03348777,90.00000002,0.039997,0.0,0.0,0.0,0.13558,0.0,0.0,0.0,0.0,0.0,0.0,0.13558,0.0,0.0,0.0,0.0,0.0,0.0,-0.06333
mp-23353,Cu2HgI4,1.0,1.0,1.0,7,-42m,121,242.3378204483848,6.20582977,6.20582977,7.67066135,113.89090836,113.89090836,89.82619801,0.07233,0.0,0.0,0.0,-0.12872,0.0,0.0,0.0,0.0,0.0,0.0,-0.12872,0.0,0.0,0.0,0.0,0.0,0.0,-0.1184
mp-35777,Mg(InTe2)2,1.0,1.0,1.0,7,-42m,121,255.61791495439735,6.33927993,6.33927993,7.79020897,114.09760546,114.09760546,89.98343719,0.080219,0.0,0.0,0.0,-0.115485,0.0,0.0,0.0,0.0,0.0,0.0,-0.115485,0.0,0.0,0.0,0.0,0.0,0.0,-0.18586
mp-19722,MnCu2SnS4,1.0,1.0,1.0,8,-42m,121,164.74154939415337,5.51139607,5.51139608,6.67848264,114.36973788,114.36973788,90.00000002,0.126842,0.0,0.0,0.0,-0.23537,0.0,0.0,0.0,0.0,0.0,0.0,-0.23537,0.0,0.0,0.0,0.0,0.0,0.0,-0.18835
mp-568968,K2SnHgSe4,1.0,1.0,1.0,8,-42m,121,242.20794614485413,6.83149602,6.83149703,6.83149692,105.84137613,105.84137851,117.00381568,0.086098,0.0,0.0,0.0,-0.178595,0.0,0.0,0.0,0.0,0.0,0.0,-0.178595,0.0,0.0,0.0,0.0,0.0,0.0,-0.09019
mp-638590,MnTl2GeTe4,1.0,1.0,1.0,8,-42m,121,259.247761203658,7.02265053,7.02264957,7.02265021,104.30758845,104.30758605,120.38084125,0.254055,0.0,0.0,0.0,0.47541,0.0,0.0,0.0,0.0,0.0,0.0,0.47541,0.0,0.0,0.0,0.0,0.0,0.0,0.36929
mp-20782,LiInTe2,1.0,1.0,1.0,8,-42m,122,272.94135989775924,6.54122527,6.54122527,7.87941501,114.52455479,114.52455476,90.00000000,0.012182,0.0,0.0,0.0,-0.02587,0.0,0.0,0.0,0.0,0.0,0.0,-0.02587,0.0,0.0,0.0,0.0,0.0,0.0,-0.01156
mp-5048,LiGaTe2,1.0,1.0,1.0,8,-42m,122,246.59890795426145,6.40846136,6.40846137,7.52258805,115.21067798,115.21067798,89.99999996,0.014911,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.02008
mp-22261,InCuTe2,1.0,1.0,1.0,8,-42m,122,249.1222387195102,6.28833691,6.28833691,7.71113828,114.06317947,114.06317945,89.99999997,0.015662,0.0,0.0,0.0,0.034905,0.0,0.0,0.0,0.0,0.0,0.0,0.034905,0.0,0.0,0.0,0.0,0.0,0.0,0.01157
mp-19833,InAgS2,1.0,1.0,1.0,8,-42m,122,202.5327958516508,5.92941188,5.92941188,7.12489630,114.58893148,114.58893145,89.99999995,0.145808,0.0,0.0,0.0,-0.28136,0.0,0.0,0.0,0.0,0.0,0.0,-0.28136,0.0,0.0,0.0,0.0,0.0,0.0,-0.19492
mp-14092,AlAgTe2,1.0,1.0,1.0,8,-42m,122,252.15506729920435,6.41854077,6.41854077,7.61976154,114.90893604,114.90893597,89.99999996,0.024847,0.0,0.0,0.0,-0.084225,0.0,0.0,0.0,0.0,0.0,0.0,-0.084225,0.0,0.0,0.0,0.0,0.0,0.0,0.03934
mp-8017,AlCuTe2,1.0,1.0,1.0,8,-42m,122,223.84968956630297,6.08464985,6.08464984,7.42081455,114.20306516,114.20306512,90.00000002,0.01918,0.0,0.0,0.0,0.040325,0.0,0.0,0.0,0.0,0.0,0.0,0.040325,0.0,0.0,0.0,0.0,0.0,0.0,0.01901
mp-3839,GaCuTe2,1.0,1.0,1.0,8,-42m,122,225.1419253512003,6.08705992,6.08705992,7.44633557,114.12498947,114.12498941,90.00000001,0.076711,0.0,0.0,0.0,0.13189,0.0,0.0,0.0,0.0,0.0,0.0,0.13189,0.0,0.0,0.0,0.0,0.0,0.0,0.13482
mp-5518,GaAgSe2,1.0,1.0,1.0,8,-42m,122,206.93765072338266,6.05996398,6.05996398,7.07923812,115.34131161,115.34131158,90.00000002,0.057571,0.0,0.0,0.0,-0.1884,0.0,0.0,0.0,0.0,0.0,0.0,-0.1884,0.0,0.0,0.0,0.0,0.0,0.0,0.07765
mp-5213,CdSnP2,1.0,1.0,1.0,8,-42m,122,210.01533538363776,5.98535133,5.98535133,7.23044659,114.45000957,114.45000961,90.00000000,0.008214,0.0,0.0,0.0,-0.017425,0.0,0.0,0.0,0.0,0.0,0.0,-0.017425,0.0,0.0,0.0,0.0,0.0,0.0,0.07753
mp-4899,GaAgTe2,1.0,1.0,1.0,8,-42m,122,253.89963181557786,6.41359010,6.41359010,7.65941086,114.75089044,114.75089051,90.00000007,0.021289,0.0,0.0,0.0,-0.01393,0.0,0.0,0.0,0.0,0.0,0.0,-0.01393,0.0,0.0,0.0,0.0,0.0,0.0,0.13848
mp-29091,Ti(CuS)4,1.0,1.0,1.0,9,-42m,121,157.14993681615343,5.44246982,5.44246982,6.55423749,114.53110015,114.53110020,89.99999999,0.075421,0.0,0.0,0.0,0.18164,0.0,0.0,0.0,0.0,0.0,0.0,0.18164,0.0,0.0,0.0,0.0,0.0,0.0,0.02862
mp-559146,La2MoO6,1.0,1.0,1.0,9,-42m,121,151.9758293785696,4.31710121,4.31708203,8.70610480,104.33960154,104.33953605,90.02098320,0.439262,0.0,0.0,0.0,-1.02136,0.0,0.0,0.0,0.0,0.0,0.0,-1.02136,0.0,0.0,0.0,0.0,0.0,0.0,-0.23975
mp-867699,Li4TiS4,1.0,1.0,1.0,9,-42m,121,189.56988420316213,5.86897769,6.89287522,5.86897769,64.80325374,90.00000000,115.19674626,0.002887,0.0,0.0,0.0,-0.06347,0.0,0.0,0.0,0.0,0.0,0.0,-0.06347,0.0,0.0,0.0,0.0,0.0,0.0,0.11194
mp-615152,MnF2,1.0,1.0,1.0,12,-42m,111,146.87398364384202,5.28400346,5.28398888,5.26041356,90.00495290,90.00172318,90.00016218,0.374775,0.0,0.0,0.0,-0.19905,0.0,0.0,0.0,0.0,0.0,0.0,-0.19905,0.0,0.0,0.0,0.0,0.0,0.0,-1.54929
mp-28020,AlCuCl4,1.0,1.0,1.0,12,-42m,112,311.2752334432311,5.55590208,5.55590208,10.08405955,90.00000000,90.00000000,90.00000000,0.029707,0.0,0.0,0.0,0.047945,0.0,0.0,0.0,0.0,0.0,0.0,0.047945,0.0,0.0,0.0,0.0,0.0,0.0,0.05847
mp-29362,GaCuCl4,1.0,1.0,1.0,12,-42m,112,313.6285260163075,5.51591743,5.51591743,10.30813373,90.00000000,90.00000000,90.00000000,0.022218,0.0,0.0,0.0,-0.033865,0.0,0.0,0.0,0.0,0.0,0.0,-0.033865,0.0,0.0,0.0,0.0,0.0,0.0,-0.04772
mp-27888,Zr3GeO8,1.0,1.0,1.0,12,-42m,121,136.8724520618851,5.07385665,5.07385115,6.41483726,113.30618384,113.30612808,90.00126467,1.120883,0.0,0.0,0.0,-2.518875,0.0,0.0,0.0,0.0,0.0,0.0,-2.518875,0.0,0.0,0.0,0.0,0.0,0.0,-0.78653
mp-18876,K3CrO8,1.0,1.0,1.0,12,-42m,121,181.95659767522864,6.20976466,6.20976467,6.20976467,101.88792334,113.39083192,113.39083203,0.210325,0.0,0.0,0.0,-0.089215,0.0,0.0,0.0,0.0,0.0,0.0,-0.089215,0.0,0.0,0.0,0.0,0.0,0.0,-0.91445
mp-4690,K3TaO8,1.0,1.0,1.0,12,-42m,121,192.42011836371898,6.33497400,6.33497400,6.33497400,100.79843278,113.97404572,113.97404577,0.325681,0.0,0.0,0.0,-0.13526,0.0,0.0,0.0,0.0,0.0,0.0,-0.13526,0.0,0.0,0.0,0.0,0.0,0.0,-1.42177
mp-9808,Rb3NbO8,1.0,1.0,1.0,12,-42m,121,214.3585435533529,6.55767838,6.55767838,6.55767838,101.98867023,113.33714600,113.33714601,0.143989,0.0,0.0,0.0,0.083265,0.0,0.0,0.0,0.0,0.0,0.0,0.083265,0.0,0.0,0.0,0.0,0.0,0.0,0.58166
mp-5461,Rb3TaO8,1.0,1.0,1.0,12,-42m,121,213.84475389524394,6.55509567,6.55509566,6.55509566,101.63466730,113.52597071,113.52597070,0.140254,0.0,0.0,0.0,-0.09268,0.0,0.0,0.0,0.0,0.0,0.0,-0.09268,0.0,0.0,0.0,0.0,0.0,0.0,-0.54342
mp-14175,K3NbO8,1.0,1.0,1.0,12,-42m,121,192.96121914004772,6.33835400,6.33835400,6.33835400,101.11460816,113.80429763,113.80429762,0.394117,0.0,0.0,0.0,-0.12088,0.0,0.0,0.0,0.0,0.0,0.0,-0.12088,0.0,0.0,0.0,0.0,0.0,0.0,-1.80613
mp-561942,Cs3TaO8,1.0,1.0,1.0,12,-42m,121,241.45394960342546,6.81624708,6.81624761,6.81624726,102.94488576,112.82969062,112.82968241,0.058268,0.0,0.0,0.0,-0.04123,0.0,0.0,0.0,0.0,0.0,0.0,-0.04123,0.0,0.0,0.0,0.0,0.0,0.0,-0.22031
mp-42264,K2MnH4(Cl2O)2,1.0,1.0,1.0,13,-42m,121,231.03677338365557,6.71590523,6.71590496,6.71590513,103.07885290,112.75889013,112.75889077,0.013508,0.0,0.0,0.0,-0.05847,0.0,0.0,0.0,0.0,0.0,0.0,-0.05847,0.0,0.0,0.0,0.0,0.0,0.0,0.18713
mp-3589,BPO4,1.0,-0.14286,0.71429,6,-4,82,66.19699425034973,4.44199463,4.44199463,4.59577509,118.89914811,118.89914823,89.99999996,0.155476,0.0,0.0,0.0,0.031605,0.162785,0.0,0.0,0.0,0.0,-0.162785,0.031605,0.0,0.234835,-0.234835,0.0,0.0,0.0,-0.22194
mp-5046,BeSO4,1.0,0.25,0.75,6,-4,82,72.62871994373212,4.55788290,4.55788341,4.75497240,118.63809264,118.63809612,89.99999558,0.042097,0.0,0.0,0.0,0.0261,-0.008345,0.0,0.0,0.0,0.0,0.008345,0.0261,0.0,-0.092515,0.092515,0.0,0.0,0.0,-0.13906
mp-3277,BAsO4,1.0,-0.14286,0.71429,6,-4,82,72.32301016983023,4.58570922,4.58570922,4.72681605,119.01730747,119.01730740,90.00000005,0.214414,0.0,0.0,0.0,-0.022495,0.15198,0.0,0.0,0.0,0.0,-0.15198,-0.022495,0.0,0.371715,-0.371715,0.0,0.0,0.0,-0.34298
mp-7849,AlAsO4,1.0,-0.28571,0.71429,6,-4,82,101.94367399780528,5.28298046,5.28298046,5.28298045,87.57856837,121.40772347,121.40772362,0.108117,0.0,0.0,0.0,0.0378,-0.08615,0.0,0.0,0.0,0.0,0.08615,0.0378,0.0,-0.152065,0.152065,0.0,0.0,0.0,0.2227
mp-7848,AlPO4,1.0,0.14286,0.71429,6,-4,82,96.28050568439716,5.17722413,5.17722414,5.17722414,87.93822639,121.19741963,121.19741958,0.157919,0.0,0.0,0.0,-0.04157,-0.11499,0.0,0.0,0.0,0.0,0.11499,-0.04157,0.0,-0.276705,0.276705,0.0,0.0,0.0,-0.16156
mp-778780,VBO4,1.0,0.66667,0.83333,6,-4,82,87.51540565553073,4.88200385,5.03980861,4.88200385,61.03048020,90.00000000,118.96950667,0.01926,0.0,0.0,0.0,-0.047835,-0.089965,0.0,0.0,0.0,0.0,0.089965,-0.047835,0.0,0.07136,-0.07136,0.0,0.0,0.0,0.00273
mp-8873,LiGeBO4,1.0,-0.57143,0.85714,7,-4,82,72.72800154201934,4.56149343,4.56149343,4.75614414,118.65516189,118.65516200,90.00000002,0.186009,0.0,0.0,0.0,-0.157195,0.13503,0.0,0.0,0.0,0.0,-0.13503,-0.157195,0.0,0.13118,-0.13118,0.0,0.0,0.0,-0.49571
mp-8874,LiSiBO4,1.0,-0.6,0.8,7,-4,82,68.41001071478529,4.45434753,4.45434753,4.66995131,118.48416384,118.48416380,89.99999999,0.150988,0.0,0.0,0.0,-0.13214,0.17143,0.0,0.0,0.0,0.0,-0.17143,-0.13214,0.0,0.028645,-0.028645,0.0,0.0,0.0,-0.41201
mp-677335,GaPO4,1.0,-0.16667,0.66667,6,-4,82,95.41506473550197,5.15126948,5.15126898,5.08672407,60.41362069,60.41362386,59.17274742,0.150166,0.0,0.0,0.0,-0.018275,0.051205,0.0,0.0,0.0,0.0,-0.051205,-0.018275,0.0,0.312325,-0.312325,0.0,0.0,0.0,-0.25707
mp-764338,FePO4,1.0,0.14286,0.71429,6,-4,82,101.98055384416222,5.10349417,5.32480979,5.10349517,61.36563166,90.00000004,61.36562988,0.150473,0.0,0.0,0.0,0.05162,0.111585,0.0,0.0,0.0,0.0,-0.111585,0.05162,0.0,0.255305,-0.255305,0.0,0.0,0.0,0.17337
mp-761486,LiFePO4,1.0,0.71429,0.85714,7,-4,82,89.21893728719894,4.93284986,5.06066381,4.93284986,60.83200896,90.00000000,119.16797872,0.189043,0.0,0.0,0.0,0.20077,0.06759,0.0,0.0,0.0,0.0,-0.06759,0.20077,0.0,0.04363,-0.04363,0.0,0.0,0.0,0.56075
mp-762018,LiCoPO4,1.0,0.71429,0.85714,7,-4,82,86.5345069937025,4.82359423,5.04637227,4.82359423,61.44990085,90.00000000,118.55009915,0.138035,0.0,0.0,0.0,0.19906,0.012535,0.0,0.0,0.0,0.0,-0.012535,0.19906,0.0,0.072135,-0.072135,0.0,0.0,0.0,0.30215
mp-763098,Li2MnF4,1.0,0.71429,0.85714,7,-4,82,98.56009868744188,4.74372936,5.51677072,4.74372936,64.53642256,90.00000000,115.46357744,0.234528,0.0,0.0,0.0,0.321975,0.10653,0.0,0.0,0.0,0.0,-0.10653,0.321975,0.0,0.085355,-0.085355,0.0,0.0,0.0,0.51291
mp-765875,LiMnPO4,1.0,0.4,0.8,7,-4,82,91.92942054936653,4.93514774,5.14046147,4.93514774,61.31266855,90.00000000,118.68733145,0.22199,0.0,0.0,0.0,0.232,0.1175,0.0,0.0,0.0,0.0,-0.1175,0.232,0.0,0.284475,-0.284475,0.0,0.0,0.0,0.36715
mp-767069,LiVSiO4,1.0,0.66667,0.83333,7,-4,82,91.00748197812489,4.82908341,5.18554378,4.82908341,62.24903590,90.00000000,117.75096423,0.219852,0.0,0.0,0.0,0.323795,0.112115,0.0,0.0,0.0,0.0,-0.112115,0.323795,0.0,0.10867,-0.10867,0.0,0.0,0.0,0.40632
mp-753654,LiSnPO4,1.0,0.0,0.71429,7,-4,82,106.56414046261486,5.26558258,5.26558258,5.35117589,60.52772247,60.52772235,90.00000000,0.242328,0.0,0.0,0.0,0.01599,-0.54064,0.0,0.0,0.0,0.0,0.54064,0.01599,0.0,-0.08899,0.08899,0.0,0.0,0.0,-0.13859
mp-770986,LiVBO4,1.0,0.6,0.8,7,-4,82,77.78025631631476,4.59019926,4.91552148,4.59019926,62.16618165,90.00000000,117.83381835,0.236009,0.0,0.0,0.0,0.41111,0.330095,0.0,0.0,0.0,0.0,-0.330095,0.41111,0.0,-0.05121,0.05121,0.0,0.0,0.0,0.271
mp-762631,LiFeSiO4,1.0,-0.4,0.8,7,-4,82,88.69318613027161,4.54146872,5.36702441,4.54146872,64.97017953,90.00000000,115.02983237,0.184843,0.0,0.0,0.0,0.22748,-0.079215,0.0,0.0,0.0,0.0,0.079215,0.22748,0.0,-0.259375,0.259375,0.0,0.0,0.0,0.22896
mp-762221,LiCoSiO4,1.0,-0.66667,0.83333,7,-4,82,85.82656263902656,4.48464790,5.31666020,4.48464790,65.05461670,90.00000000,114.94539518,0.150095,0.0,0.0,0.0,0.260065,-0.07411,0.0,0.0,0.0,0.0,0.07411,0.260065,0.0,-0.067415,0.067415,0.0,0.0,0.0,0.20706
mp-20790,InPS4,1.0,0.14286,0.71429,6,-4,82,154.39681225198063,5.77212914,5.77212914,6.17524933,117.86306489,117.86306493,89.99999996,0.068301,0.0,0.0,0.0,0.02632,-0.005765,0.0,0.0,0.0,0.0,0.005765,0.02632,0.0,-0.16604,0.16604,0.0,0.0,0.0,-0.14206
mp-22304,Cd(InSe2)2,1.0,0.71429,0.85714,7,-4,82,212.0157310906325,5.99090026,5.99090026,7.26916870,114.33531423,114.33531429,89.99999995,0.086248,0.0,0.0,0.0,-0.1306,-0.02818,0.0,0.0,0.0,0.0,0.02818,-0.1306,0.0,-0.02748,0.02748,0.0,0.0,0.0,-0.17446
mp-20025,Mn(GaS2)2,1.0,-0.85714,1.0,7,-4,82,158.36672440515375,5.51805835,5.51805834,6.50195709,115.10878476,115.10878479,89.99999999,0.048602,0.0,0.0,0.0,-0.047315,-0.01984,0.0,0.0,0.0,0.0,0.01984,-0.047315,0.0,0.032585,-0.032585,0.0,0.0,0.0,-0.15785
mp-3772,Cd(GaSe2)2,1.0,-0.85714,1.0,7,-4,82,189.71856031782937,5.87532228,5.87532228,6.88953419,115.23897795,115.23897785,90.00000001,0.049385,0.0,0.0,0.0,-0.07168,0.02735,0.0,0.0,0.0,0.0,-0.02735,-0.07168,0.0,-0.005325,0.005325,0.0,0.0,0.0,-0.11038
mp-4452,Cd(GaS2)2,1.0,-0.66667,0.83333,7,-4,82,165.25279335091963,5.64579039,5.64579039,6.54336135,115.55730532,115.55730534,90.00000001,0.088818,0.0,0.0,0.0,-0.125555,0.065375,0.0,0.0,0.0,0.0,-0.065375,-0.125555,0.0,0.032915,-0.032915,0.0,0.0,0.0,-0.16708
mp-3038,Al2HgSe4,1.0,0.5,0.75,7,-4,82,188.88544914803688,5.88064262,5.88064262,6.86469538,115.36131341,115.36131345,89.99999999,0.113456,0.0,0.0,0.0,0.18437,0.11997,0.0,0.0,0.0,0.0,-0.11997,0.18437,0.0,0.046415,-0.046415,0.0,0.0,0.0,0.11995
mp-20261,Mn(GaSe2)2,1.0,0.57143,0.85714,7,-4,82,179.24583416873776,5.71620018,5.71620018,6.81400587,114.79954742,114.79954736,89.99999997,0.031036,0.0,0.0,0.0,-0.020275,-0.04056,0.0,0.0,0.0,0.0,0.04056,-0.020275,0.0,-0.001655,0.001655,0.0,0.0,0.0,-0.09721
mp-5350,Zn(GaS2)2,1.0,-0.85714,1.0,7,-4,82,151.24368553877423,5.37271241,5.37423267,6.47379930,114.56837303,114.53419582,90.00773440,0.043856,0.0,0.0,0.0,-0.062015,0.017055,0.0,0.0,0.0,0.0,-0.017055,-0.062015,0.0,0.002055,-0.002055,0.0,0.0,0.0,-0.10144
mp-5928,Al2CdS4,1.0,0.6,0.8,7,-4,82,163.0829286846974,5.63949553,5.63949553,6.49583818,115.72710339,115.72710338,89.99999996,0.132069,0.0,0.0,0.0,-0.20448,-0.094225,0.0,0.0,0.0,0.0,0.094225,-0.20448,0.0,-0.058525,0.058525,0.0,0.0,0.0,-0.20633
mp-4809,Ga2HgS4,1.0,-0.4,0.8,7,-4,82,165.96436137673857,5.64816293,5.64816292,6.55861437,115.50508336,115.50508338,89.99999994,0.138789,0.0,0.0,0.0,-0.17533,0.1658,0.0,0.0,0.0,0.0,-0.1658,-0.17533,0.0,0.09301,-0.09301,0.0,0.0,0.0,-0.15324
mp-3159,Al2CdSe4,1.0,-0.66667,0.83333,7,-4,82,188.09020845804642,5.87923624,5.87923624,6.84787655,115.42152077,115.42152079,89.99999997,0.086795,0.0,0.0,0.0,-0.140245,0.056845,0.0,0.0,0.0,0.0,-0.056845,-0.140245,0.0,0.025495,-0.025495,0.0,0.0,0.0,-0.1396
mp-4730,Ga2HgSe4,1.0,-0.5,0.75,7,-4,82,190.57990781352044,5.88059431,5.88059432,6.90379691,115.20736909,115.20736910,89.99999997,0.07749,0.0,0.0,0.0,-0.105475,0.10115,0.0,0.0,0.0,0.0,-0.10115,-0.105475,0.0,0.014685,-0.014685,0.0,0.0,0.0,-0.11953
mp-10955,Sn(HgSe2)2,1.0,0.85714,1.0,7,-4,82,211.34865809656222,5.93651946,5.93651945,7.32020593,113.92174621,113.92174621,90.00000006,0.125737,0.0,0.0,0.0,0.239125,0.023855,0.0,0.0,0.0,0.0,-0.023855,0.239125,0.0,0.030595,-0.030595,0.0,0.0,0.0,0.16829
mp-11175,LiZnPS4,1.0,-0.57143,0.85714,7,-4,82,153.989929590241,5.82026045,5.82026045,6.13202601,118.33193657,118.33193648,89.99999996,0.035061,0.0,0.0,0.0,-0.01492,-0.032195,0.0,0.0,0.0,0.0,0.032195,-0.01492,0.0,-0.01578,0.01578,0.0,0.0,0.0,0.18513
mp-4152,Ga2CoS4,1.0,0.0,0.71429,7,-4,82,147.21889369612677,5.29198729,5.29198728,6.45268046,114.20867693,114.20867699,89.99999995,0.077081,0.0,0.0,0.0,0.020165,-0.128,0.0,0.0,0.0,0.0,0.128,0.020165,0.0,-0.072275,0.072275,0.0,0.0,0.0,0.00011
mp-15776,Zn(GaSe2)2,1.0,-0.4,0.8,7,-4,82,175.60355944363457,5.64180827,5.64329029,6.80818420,114.50557549,114.46840812,90.01686264,0.026644,0.0,0.0,0.0,-0.02291,0.031705,0.0,0.0,0.0,0.0,-0.031705,-0.02291,0.0,0.02005,-0.02005,0.0,0.0,0.0,-0.04657
mp-22607,Zn(InSe2)2,1.0,0.6,0.8,7,-4,82,198.6666129694597,5.82426657,5.82426657,7.15963019,114.00043216,114.00043217,90.00000000,0.076914,0.0,0.0,0.0,-0.10833,-0.059895,0.0,0.0,0.0,0.0,0.059895,-0.10833,0.0,-0.03348,0.03348,0.0,0.0,0.0,-0.13696
mp-7910,Al2HgTe4,1.0,-0.71429,0.85714,7,-4,82,236.47820220844537,6.28536319,6.28536320,7.45547066,114.93102598,114.93102603,89.99999997,0.062831,0.0,0.0,0.0,-0.111695,0.04633,0.0,0.0,0.0,0.0,-0.04633,-0.111695,0.0,0.002405,-0.002405,0.0,0.0,0.0,-0.08837
mp-7907,Al2ZnSe4,1.0,0.85714,1.0,7,-4,82,174.34518186940494,5.63194678,5.63194678,6.78762458,114.51105195,114.51105198,89.99999992,0.042905,0.0,0.0,0.0,-0.070415,-0.006255,0.0,0.0,0.0,0.0,0.006255,-0.070415,0.0,-0.004955,0.004955,0.0,0.0,0.0,-0.08207
mp-7909,Al2CdTe4,1.0,1.0,1.0,7,-4,82,236.5560193259164,6.29042164,6.29042164,7.45145919,114.96681547,114.96681544,89.99999994,0.050632,0.0,0.0,0.0,-0.08692,0.01026,0.0,0.0,0.0,0.0,-0.01026,-0.08692,0.0,-0.00361,0.00361,0.0,0.0,0.0,-0.08925
mp-20731,In2HgSe4,1.0,1.0,1.0,7,-4,82,213.49309537286103,6.00707866,6.00707865,7.28328446,114.35493563,114.35493569,89.99999996,0.096115,0.0,0.0,0.0,-0.146295,0.026,0.0,0.0,0.0,0.0,-0.026,-0.146295,0.0,-0.00247,0.00247,0.0,0.0,0.0,-0.20684
mp-7906,Al2HgS4,1.0,-0.5,0.75,7,-4,82,163.74253389277126,5.63341960,5.63341960,6.51838449,115.60203473,115.60203468,90.00000004,0.172727,0.0,0.0,0.0,-0.26152,0.17946,0.0,0.0,0.0,0.0,-0.17946,-0.26152,0.0,0.11208,-0.11208,0.0,0.0,0.0,-0.1636
mp-7908,Al2ZnTe4,1.0,0.6,0.8,7,-4,82,222.2333754059402,6.09191787,6.09191788,7.37665785,114.38830649,114.38830655,89.99999993,0.030024,0.0,0.0,0.0,-0.042165,-0.020255,0.0,0.0,0.0,0.0,0.020255,-0.042165,0.0,-0.015005,0.015005,0.0,0.0,0.0,-0.05498
mp-765859,LiMnPO4,1.0,-0.5,0.75,7,-4,82,89.87920224659611,4.37313116,5.62580944,4.37313116,67.12843385,90.00000000,112.87157732,0.213711,0.0,0.0,0.0,0.31043,-0.123335,0.0,0.0,0.0,0.0,0.123335,0.31043,0.0,-0.19886,0.19886,0.0,0.0,0.0,0.28648
mp-772012,LiFePO4,1.0,-0.57143,0.85714,7,-4,82,88.32261278806423,4.36951109,5.56293476,4.36951109,66.87525985,90.00000000,113.12474015,0.196928,0.0,0.0,0.0,0.288855,-0.150865,0.0,0.0,0.0,0.0,0.150865,0.288855,0.0,-0.13222,0.13222,0.0,0.0,0.0,0.27847
mp-777130,Li2FeF4,1.0,1.0,1.0,7,-4,82,99.75543270664083,4.88630250,5.42164705,4.88630250,63.21595451,90.00000000,116.78404549,0.172302,0.0,0.0,0.0,0.210005,0.01166,0.0,0.0,0.0,0.0,-0.01166,0.210005,0.0,0.02449,-0.02449,0.0,0.0,0.0,0.4753
mp-29403,GaCuI4,1.0,-0.4,0.8,6,-4,82,242.6070279850874,6.50761837,6.50761837,7.34799479,116.28368744,116.28368736,89.99999994,0.020387,0.0,0.0,0.0,-0.0484,0.02275,0.0,0.0,0.0,0.0,-0.02275,-0.0484,0.0,0.0176,-0.0176,0.0,0.0,0.0,0.02768
mp-540284,CuPO4,1.0,0.0,0.71429,6,-4,82,77.83670538291466,5.47948361,4.66186781,5.47948361,54.00660588,90.00000000,54.00660588,0.199557,0.0,0.0,0.0,-0.06025,0.55727,0.0,0.0,0.0,0.0,-0.55727,-0.06025,0.0,-0.03877,0.03877,0.0,0.0,0.0,0.05278
mp-23485,Ag2HgI4,1.0,-0.71429,0.85714,7,-4,82,281.1622979536299,6.53609322,6.53609321,8.04211083,113.97680443,113.97680443,90.00000000,0.089257,0.0,0.0,0.0,-0.143885,0.03381,0.0,0.0,0.0,0.0,-0.03381,-0.143885,0.0,0.02475,-0.02475,0.0,0.0,0.0,-0.16243
mp-16337,Ga2HgTe4,1.0,0.85714,1.0,7,-4,82,236.18381062892814,6.26607805,6.26607805,7.47100439,114.79417661,114.79417657,90.00000000,0.043711,0.0,0.0,0.0,-0.065135,0.01674,0.0,0.0,0.0,0.0,-0.01674,-0.065135,0.0,-0.03439,0.03439,0.0,0.0,0.0,-0.09489
