mID,formula,vm1,vm2,vm3,sites,pointGroup,spaceGroup,volume,a,b,c,alpha,beta,gamma,eij,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
mp-5020,BaTiO3,0.0,1.0,0.85714,5,3m,160,67.77274675012757,4.07715918,4.07715918,4.07715917,89.69902153,89.69902161,89.69902150,3.812244,0.0,0.0,0.0,0.0,-3.582065,1.67299,1.67299,-1.67299,0.0,-3.582065,0.0,0.0,-2.15626,-2.15626,-3.36391,0.0,0.0,0.0
mp-6920,KNO3,0.0,0.0,1.0,5,3m,160,81.6906958512951,4.43509166,4.43509165,4.43509165,77.33452302,77.33452308,77.33452295,0.22158,0.0,0.0,0.0,0.0,0.07899,-0.002135,-0.002135,0.002135,0.0,0.07899,0.0,0.0,-0.06026,-0.06026,-0.22158,0.0,0.0,0.0
mp-22958,KBrO3,0.0,0.0,1.0,5,3m,160,92.15892883405083,4.54174623,4.54174623,4.54174624,83.81650206,83.81650212,83.81650211,0.6837,0.0,0.0,0.0,0.0,-0.432845,-0.171285,-0.171285,0.171285,0.0,-0.432845,0.0,0.0,-0.21498,-0.21498,-0.6837,0.0,0.0,0.0
mp-23011,RbClO3,0.0,0.0,1.0,5,3m,160,95.64284155371192,4.59708671,4.59708671,4.59708671,83.96766493,83.96766488,83.96766492,0.44003,0.0,0.0,0.0,0.0,0.145065,0.08704,0.08704,-0.08704,0.0,0.145065,0.0,0.0,0.10222,0.10222,0.44003,0.0,0.0,0.0
mp-7375,KNbO3,0.0,1.0,0.6,5,3m,160,68.41838398576652,4.09003472,4.09003472,4.09003472,89.79684296,89.79684292,89.79684294,4.653448,0.0,0.0,0.0,0.0,-4.641635,2.70659,2.70659,-2.70659,0.0,-4.641635,0.0,0.0,-2.09002,-2.09002,-2.93923,0.0,0.0,0.0
mp-28872,RbBrO3,0.0,0.0,1.0,5,3m,160,98.23045330624687,4.62563447,4.62563448,4.62563448,85.85246516,85.85246520,85.85246511,0.61957,0.0,0.0,0.0,0.0,0.275445,0.00814,0.00814,-0.00814,0.0,0.275445,0.0,0.0,0.09738,0.09738,0.61957,0.0,0.0,0.0
mp-29738,TlClO3,0.0,0.0,1.0,5,3m,160,94.23295317502958,4.57492797,4.57492797,4.57492797,83.89769474,83.89769468,83.89769473,0.63726,0.0,0.0,0.0,0.0,0.39873,0.148595,0.148595,-0.148595,0.0,0.39873,0.0,0.0,0.13765,0.13765,0.63726,0.0,0.0,0.0
mp-27193,RbIO3,0.0,0.0,1.0,5,3m,160,99.07158701025777,4.62820940,4.62820940,4.62820940,88.78303293,88.78303292,88.78303290,0.95213,0.0,0.0,0.0,0.0,0.6074,-0.126345,-0.126345,0.126345,0.0,0.6074,0.0,0.0,0.35331,0.35331,0.95213,0.0,0.0,0.0
mp-552729,KIO3,0.0,0.0,1.0,5,3m,160,93.02606456128588,4.53228919,4.53228878,4.53213893,88.69347121,88.69347132,88.69369569,1.35995,0.0,0.0,0.0,0.0,-0.925575,0.06074,0.06074,-0.06074,0.0,-0.925575,0.0,0.0,-0.44619,-0.44619,-1.35995,0.0,0.0,0.0
mp-4559,BaCO3,0.0,0.0,1.0,5,3m,160,79.43796356775395,4.43165405,4.43165405,4.43165405,74.96485535,74.96485541,74.96485538,0.44322,0.0,0.0,0.0,0.0,-0.014975,0.04082,0.04082,-0.04082,0.0,-0.014975,0.0,0.0,0.30619,0.30619,0.44322,0.0,0.0,0.0
mp-755018,RbTaO3,0.0,1.0,0.57143,5,3m,160,68.05079779891717,4.08267158,4.08267186,4.08267196,89.96932723,89.96933476,89.96933721,8.92597,0.0,0.0,0.0,0.0,-8.40955,5.412525,5.412525,-5.412525,0.0,-8.40955,0.0,0.0,-4.3031,-4.3031,-5.14766,0.0,0.0,0.0
mp-766864,LiVF6,0.0,1.0,0.75,8,3m,156,136.18621312880435,5.68537954,5.68560590,4.84209403,90.23157874,90.23108022,60.47009512,0.416915,0.0,0.0,0.0,0.0,0.12582,-0.128155,-0.128155,0.128155,0.0,0.12582,0.0,0.0,0.64779,0.64779,0.25108,0.0,0.0,0.0
mp-23162,ZrCl2,0.0,1.0,0.0,3,3m,160,69.81976961630806,7.18200283,7.18200283,7.18200283,27.52188336,27.52188342,27.52188334,0.118515,0.0,0.0,0.0,0.0,-0.00181,0.118515,0.118515,-0.118515,0.0,-0.00181,0.0,0.0,-0.00126,-0.00126,-0.00712,0.0,0.0,0.0
mp-1434,MoS2,0.0,1.0,0.0,3,3m,160,62.649333428391216,7.34095260,7.34095259,7.34095260,25.10311907,25.10311914,25.10311910,0.515565,0.0,0.0,0.0,0.0,0.0023,-0.515565,-0.515565,0.515565,0.0,0.0023,0.0,0.0,-8e-05,-8e-05,0.00632,0.0,0.0,0.0
mp-22691,InSe,0.0,1.0,0.14286,4,3m,160,130.16239172462355,9.26979842,9.26979842,9.26979842,25.52074377,25.52074374,25.52074377,0.094153,0.0,0.0,0.0,0.0,-0.014225,0.093585,0.093585,-0.093585,0.0,-0.014225,0.0,0.0,-0.01023,-0.01023,0.00977,0.0,0.0,0.0
mp-3532,CrAgSe2,0.0,1.0,-0.16667,4,3m,160,86.33006689462783,7.37075771,7.37075771,7.37075771,29.57084833,29.57084834,29.57084832,0.193474,0.0,0.0,0.0,0.0,-0.12674,-0.185735,-0.185735,0.185735,0.0,-0.12674,0.0,0.0,0.03626,0.03626,-0.16767,0.0,0.0,0.0
mp-4182,CrAgS2,0.0,1.0,-0.4,4,3m,160,74.19198177101208,7.10786784,7.10786784,7.10786784,28.90378080,28.90378075,28.90378081,0.591104,0.0,0.0,0.0,0.0,0.58158,0.478695,0.478695,-0.478695,0.0,0.58158,0.0,0.0,0.02137,0.02137,0.29102,0.0,0.0,0.0
mp-22981,TlIO3,0.0,0.0,1.0,5,3m,160,96.39528310021193,4.58640003,4.58640003,4.58640003,88.64274926,88.64274924,88.64274927,1.55078,0.0,0.0,0.0,0.0,1.5444,0.30549,0.30549,-0.30549,0.0,1.5444,0.0,0.0,0.34207,0.34207,1.55078,0.0,0.0,0.0
mp-8612,Sb2TeSe2,0.0,1.0,0.16667,5,3m,160,152.58788318755205,10.47899721,10.47899721,10.47899720,22.87566003,22.87566005,22.87566003,0.849504,0.0,0.0,0.0,0.0,0.24829,-0.821795,-0.821795,0.821795,0.0,0.24829,0.0,0.0,0.1179,0.1179,0.50067,0.0,0.0,0.0
mp-28873,CsBrO3,0.0,0.0,1.0,5,3m,160,109.80626308893373,4.79284017,4.79284017,4.79284017,87.55841512,87.55841519,87.55841515,0.3351,0.0,0.0,0.0,0.0,-0.182785,0.04328,0.04328,-0.04328,0.0,-0.182785,0.0,0.0,-0.00266,-0.00266,-0.3351,0.0,0.0,0.0
mp-29798,TlBrO3,0.0,0.0,1.0,5,3m,160,98.01916379230913,4.63004051,4.63004051,4.63004052,84.61645973,84.61645983,84.61645981,0.72935,0.0,0.0,0.0,0.0,0.71273,0.26334,0.26334,-0.26334,0.0,0.71273,0.0,0.0,0.26973,0.26973,0.72935,0.0,0.0,0.0
mp-550506,KClO3,0.0,0.0,1.0,5,3m,160,89.14767438068202,4.52920243,4.52971179,4.52971185,80.01566392,80.01390740,80.01390362,0.43672,0.0,0.0,0.0,0.0,0.171675,0.118535,0.118535,-0.118535,0.0,0.171675,0.0,0.0,0.08521,0.08521,0.43672,0.0,0.0,0.0
mp-760386,CsClO3,0.0,0.0,1.0,5,3m,160,109.07693550637468,4.79020537,4.78993323,4.78993353,85.84407508,85.84466260,85.84466262,0.33777,0.0,0.0,0.0,0.0,0.133935,0.098195,0.098195,-0.098195,0.0,0.133935,0.0,0.0,0.1145,0.1145,0.33777,0.0,0.0,0.0
mp-22253,Zn(InS2)2,0.0,0.0,1.0,7,3m,156,168.85367047722482,3.92370729,3.92370729,12.66445984,90.00000000,90.00000000,120.00000006,1.12355,0.0,0.0,0.0,0.0,0.112345,0.121795,0.121795,-0.121795,0.0,0.112345,0.0,0.0,0.28685,0.28685,1.12355,0.0,0.0,0.0
mp-966,NbS2,0.0,1.0,0.0,3,3m,160,66.55471535350185,7.08746250,7.08746250,7.08746250,27.40309567,27.40309566,27.40309570,0.40749,0.0,0.0,0.0,0.0,0.009005,-0.40749,-0.40749,0.40749,0.0,0.009005,0.0,0.0,0.00216,0.00216,0.03758,0.0,0.0,0.0
mp-568587,CrCuSe2,0.0,1.0,0.25,4,3m,160,77.31130311351774,6.71570983,6.71570975,6.71570988,32.39954889,32.39954997,32.39954701,0.145057,0.0,0.0,0.0,0.0,0.07834,-0.12651,-0.12651,0.12651,0.0,0.07834,0.0,0.0,0.05537,0.05537,-0.06857,0.0,0.0,0.0
mp-8196,AgNO3,0.0,1.0,-0.71429,5,3m,160,66.94304677855587,4.15183603,4.15183604,4.15183603,77.22416135,77.22416130,77.22416139,0.211931,0.0,0.0,0.0,0.0,-0.22539,-0.09808,-0.09808,0.09808,0.0,-0.22539,0.0,0.0,-0.11776,-0.11776,-0.13757,0.0,0.0,0.0
mp-22988,CsGeCl3,0.0,0.0,1.0,5,3m,160,168.03698733462977,5.51827368,5.51827368,5.51827368,89.84399997,89.84400002,89.84399997,0.49535,0.0,0.0,0.0,0.0,-0.26192,0.10337,0.10337,-0.10337,0.0,-0.26192,0.0,0.0,-0.28065,-0.28065,-0.49535,0.0,0.0,0.0
mp-557510,Cu3TeS3Cl,0.0,0.0,1.0,8,3m,160,162.9837162654474,5.48177990,5.48177992,5.48177986,85.04969338,85.04969334,85.04968507,0.11837,0.0,0.0,0.0,0.0,0.07152,0.01548,0.01548,-0.01548,0.0,0.07152,0.0,0.0,-0.01635,-0.01635,0.11837,0.0,0.0,0.0
mp-554051,H6CNF,0.0,1.0,-1.4,9,3m,160,79.33025234081951,5.23632215,5.23632205,5.23632145,50.73295683,50.73295782,50.73295685,0.154834,0.0,0.0,0.0,0.0,0.0723,0.01123,0.01123,-0.01123,0.0,0.0723,0.0,0.0,0.19899,0.19899,0.14485,0.0,0.0,0.0
mp-568619,SiC,0.0,1.0,-0.28571,10,3m,156,104.88773240039247,3.09396364,3.09396367,12.65213009,90.00000000,90.00000000,119.99999973,0.090904,0.0,0.0,0.0,0.0,0.0686,0.07891,0.07891,-0.07891,0.0,0.0686,0.0,0.0,0.01202,0.01202,0.01349,0.0,0.0,0.0
mp-30925,La(NO2)3,0.0,1.0,-0.14286,10,3m,160,137.4917413729927,6.23070702,6.23070702,6.23070701,114.82628921,114.82628929,114.82628916,0.113773,0.0,0.0,0.0,0.0,-0.13219,-0.111215,-0.111215,0.111215,0.0,-0.13219,0.0,0.0,0.09204,0.09204,-0.11072,0.0,0.0,0.0
mp-24932,FeBiO3,0.0,1.0,-1.16667,10,3m,161,129.49887992808928,5.72150609,5.72150610,5.72150609,59.02659977,59.02659980,59.02659977,3.133435,0.0,0.0,0.0,0.0,-2.399035,-1.21995,-1.21995,1.21995,0.0,-2.399035,0.0,0.0,-2.27945,-2.27945,-2.95354,0.0,0.0,0.0
mp-23736,LiMgH3,0.0,0.0,1.0,10,3m,161,94.49164774271195,5.28100409,5.28100408,5.28100409,55.99936267,55.99936272,55.99936268,0.23706,0.0,0.0,0.0,0.0,0.013305,-0.004365,-0.004365,0.004365,0.0,0.013305,0.0,0.0,-0.24027,-0.24027,-0.23706,0.0,0.0,0.0
mp-4360,NaCdF3,0.0,0.0,1.0,10,3m,161,151.19634375650728,6.13913484,6.13913484,6.13913484,56.71430641,56.71430640,56.71430641,0.24241,0.0,0.0,0.0,0.0,-0.027385,-0.025045,-0.025045,0.025045,0.0,-0.027385,0.0,0.0,0.29522,0.29522,0.24241,0.0,0.0,0.0
mp-13334,ZnSnO3,0.0,1.0,-1.0,10,3m,161,117.57008746667825,5.65912197,5.65912197,5.65912198,56.42809557,56.42809559,56.42809551,0.580169,0.0,0.0,0.0,0.0,0.441825,0.04905,0.04905,-0.04905,0.0,0.441825,0.0,0.0,0.71776,0.71776,0.43233,0.0,0.0,0.0
mp-557515,CrBiO3,0.0,0.0,1.0,10,3m,161,125.34406620284554,5.62901013,5.62901262,5.62900680,59.72941155,59.72938944,59.72938667,2.49227,0.0,0.0,0.0,0.0,1.194875,0.69624,0.69624,-0.69624,0.0,1.194875,0.0,0.0,1.47525,1.47525,2.49227,0.0,0.0,0.0
mp-552185,AgNO3,0.0,0.0,1.0,10,3m,161,136.22689996603012,6.48133183,6.48133924,6.48129528,47.67122269,47.67091066,47.67141757,0.59573,0.0,0.0,0.0,0.0,0.235995,-0.23697,-0.23697,0.23697,0.0,0.235995,0.0,0.0,0.14726,0.14726,-0.59573,0.0,0.0,0.0
mp-3666,LiTaO3,0.0,1.0,-0.5,10,3m,161,109.1333437356025,5.53381920,5.53381920,5.53381920,56.14486292,56.14486288,56.14486290,2.947115,0.0,0.0,0.0,0.0,3.11069,2.19635,2.19635,-2.19635,0.0,3.11069,0.0,0.0,0.20901,0.20901,2.10015,0.0,0.0,0.0
mp-19376,TiMnO3,0.0,0.0,1.0,10,3m,161,111.67261982457812,5.56461201,5.56461200,5.56461201,56.39149014,56.39149021,56.39149018,3.21567,0.0,0.0,0.0,0.0,2.485875,1.18841,1.18841,-1.18841,0.0,2.485875,0.0,0.0,1.4457,1.4457,3.21567,0.0,0.0,0.0
mp-4514,NaNbO3,0.0,1.0,-0.57143,10,3m,161,125.900406340235,5.67893914,5.67893914,5.67893914,58.78132022,58.78132023,58.78132017,4.049288,0.0,0.0,0.0,0.0,-4.34151,-2.70354,-2.70354,2.70354,0.0,-4.34151,0.0,0.0,-0.80325,-0.80325,-2.91139,0.0,0.0,0.0
mp-551918,AlBiO3,0.0,0.0,1.0,10,3m,161,113.6753336811013,5.45999306,5.46000398,5.46000392,59.45696948,59.45720474,59.45720221,4.11937,0.0,0.0,0.0,0.0,3.000365,0.814975,0.814975,-0.814975,0.0,3.000365,0.0,0.0,2.08379,2.08379,4.11937,0.0,0.0,0.0
mp-8007,LiUO3,0.0,0.0,1.0,10,3m,161,130.5589608609979,5.93316308,5.93316308,5.93316309,55.01501340,55.01501340,55.01501341,2.01461,0.0,0.0,0.0,0.0,-0.303945,-0.13242,-0.13242,0.13242,0.0,-0.303945,0.0,0.0,-1.64059,-1.64059,-2.01461,0.0,0.0,0.0
mp-19270,TiFeO3,0.0,1.0,-1.16667,10,3m,161,108.99422840844166,5.53240020,5.53240020,5.53240020,56.12530284,56.12530284,56.12530281,2.541761,0.0,0.0,0.0,0.0,2.800885,0.721275,0.721275,-0.721275,0.0,2.800885,0.0,0.0,1.39106,1.39106,2.27322,0.0,0.0,0.0
mp-691106,MnSnO3,0.0,0.0,1.0,10,3m,161,123.16895051167474,5.71070395,5.71070405,5.71070391,57.19098227,57.19098160,57.19097888,0.47956,0.0,0.0,0.0,0.0,0.034805,-0.029725,-0.029725,0.029725,0.0,0.034805,0.0,0.0,-0.07606,-0.07606,0.47956,0.0,0.0,0.0
mp-853130,TiNiO3,0.0,1.0,-0.83333,10,3m,161,104.07079951132876,5.07517961,5.50930415,5.07517928,117.42588097,59.99999783,117.42588162,2.326601,0.0,0.0,0.0,0.0,2.58436,0.98661,0.98661,-0.98661,0.0,2.58436,0.0,0.0,1.08766,1.08766,1.87504,0.0,0.0,0.0
mp-754323,TmBiO3,0.0,1.0,-0.42857,10,3m,161,155.42248838053806,5.96712776,6.10516551,5.96712774,119.25484086,59.99999991,119.25484399,4.582136,0.0,0.0,0.0,0.0,-2.78733,-3.294015,-3.294015,3.294015,0.0,-2.78733,0.0,0.0,-3.01072,-3.01072,-1.54952,0.0,0.0,0.0
mp-754009,ScBiO3,0.0,1.0,-0.8,10,3m,161,141.5282328081769,5.78308301,5.91903836,5.78313895,119.25455031,59.99415915,119.25427244,3.377523,0.0,0.0,0.0,0.0,-2.47313,-1.461985,-1.461985,1.461985,0.0,-2.47313,0.0,0.0,-2.90322,-2.90322,-2.59862,0.0,0.0,0.0
mp-779948,ZrMnO3,0.0,1.0,-0.33333,10,3m,161,127.1146498216766,5.81627108,5.81652082,5.81701559,56.26019769,56.26024734,56.26325689,0.631467,0.0,0.0,0.0,0.0,0.850985,0.538695,0.538695,-0.538695,0.0,0.850985,0.0,0.0,-0.29989,-0.29989,0.46412,0.0,0.0,0.0
mp-754943,ErBiO3,0.0,1.0,-0.71429,10,3m,161,157.8502006392759,5.99852213,5.99852175,6.13626990,60.73984552,119.26015143,119.99999525,3.472726,0.0,0.0,0.0,0.0,-2.148065,-1.80342,-1.80342,1.80342,0.0,-2.148065,0.0,0.0,-2.98397,-2.98397,-2.67775,0.0,0.0,0.0
mp-755568,GaBiO3,0.0,1.0,-1.2,10,3m,161,125.04978818874069,5.64157176,5.58496304,5.58496265,59.99999459,60.33139005,89.99999973,3.050819,0.0,0.0,0.0,0.0,-2.29287,-1.203315,-1.203315,1.203315,0.0,-2.29287,0.0,0.0,-2.14209,-2.14209,-2.95291,0.0,0.0,0.0
mp-764698,LiVF3,0.0,1.0,-1.5,10,3m,161,116.96494586661012,5.30271522,5.30242136,5.69539880,62.26063516,62.26564437,60.01025705,0.787095,0.0,0.0,0.0,0.0,-0.444135,-0.082475,-0.082475,0.082475,0.0,-0.444135,0.0,0.0,-0.88072,-0.88072,-0.75314,0.0,0.0,0.0
mp-768221,YBiO3,0.0,1.0,-0.42857,10,3m,161,160.11285750210467,6.16586646,6.16586646,6.16586683,58.51184320,58.51184320,58.51183286,4.208699,0.0,0.0,0.0,0.0,-2.32385,-2.994635,-2.994635,2.994635,0.0,-2.32385,0.0,0.0,-3.10245,-3.10245,-1.26736,0.0,0.0,0.0
mp-768310,LaBiO3,0.0,1.0,-0.4,10,3m,161,174.4400251642014,6.27183982,6.27183982,6.27183979,59.99758945,59.99758945,59.99759029,3.806018,0.0,0.0,0.0,0.0,1.646465,2.917765,2.917765,-2.917765,0.0,1.646465,0.0,0.0,2.8912,2.8912,0.34764,0.0,0.0,0.0
mp-3731,LiNbO3,0.0,1.0,-0.5,10,3m,161,111.267063911155,5.59239921,5.59239921,5.59239920,55.67586873,55.67586882,55.67586871,3.416243,0.0,0.0,0.0,0.0,3.829685,2.44462,2.44462,-2.44462,0.0,3.829685,0.0,0.0,0.3704,0.3704,1.83746,0.0,0.0,0.0
mp-29057,Nb3SBr7,0.0,0.0,1.0,11,3m,156,311.6697658231046,7.20381289,7.20381288,6.93488391,90.00000000,90.00000000,119.99999999,0.15005,0.0,0.0,0.0,0.0,0.053565,-0.108625,-0.108625,0.108625,0.0,0.053565,0.0,0.0,-0.04211,-0.04211,0.15005,0.0,0.0,0.0
mp-567713,Nb3TeI7,0.0,0.0,1.0,11,3m,156,375.3468840801618,7.73431471,7.73431459,7.24533571,90.00000000,90.00000000,120.00000049,0.23432,0.0,0.0,0.0,0.0,-0.075295,-0.099245,-0.099245,0.099245,0.0,-0.075295,0.0,0.0,0.03458,0.03458,-0.23432,0.0,0.0,0.0
mp-3107,Ga3PO7,0.0,1.0,-0.4,11,3m,160,126.23508936434062,5.15268483,5.15268482,5.15268483,102.03470244,102.03470234,102.03470255,0.799294,0.0,0.0,0.0,0.0,-0.526495,-0.62527,-0.62527,0.62527,0.0,-0.526495,0.0,0.0,-0.35978,-0.35978,-0.29413,0.0,0.0,0.0
mp-18775,Fe3PO7,0.0,1.0,-0.5,11,3m,160,133.898220360108,5.25253463,5.25253463,5.25253463,101.94476627,101.94476622,101.94476634,0.944385,0.0,0.0,0.0,0.0,0.64546,0.64635,0.64635,-0.64635,0.0,0.64546,0.0,0.0,0.60262,0.60262,0.39543,0.0,0.0,0.0
mp-765198,Li3MnF7,0.0,1.0,0.28571,11,3m,160,146.79653078916203,5.74375215,6.11739784,6.11739820,119.99999803,122.17630466,90.00000000,0.274334,0.0,0.0,0.0,0.0,-0.13954,0.23182,0.23182,-0.23182,0.0,-0.13954,0.0,0.0,-0.14378,-0.14378,0.17861,0.0,0.0,0.0
mp-765182,Li3VF7,0.0,1.0,0.28571,11,3m,160,149.98293045238233,5.80731666,6.13430596,5.80731747,58.11923910,63.76151568,90.00000020,0.272337,0.0,0.0,0.0,0.0,0.174335,-0.22965,-0.22965,0.22965,0.0,0.174335,0.0,0.0,0.11119,0.11119,-0.20889,0.0,0.0,0.0
mp-849524,LiFe3O3F4,0.0,0.0,1.0,11,3m,160,141.41874087014259,5.37551352,5.37551352,5.37551367,102.87628432,102.87628432,102.87628143,0.8897,0.0,0.0,0.0,0.0,0.23408,0.09655,0.09655,-0.09655,0.0,0.23408,0.0,0.0,0.51985,0.51985,0.8897,0.0,0.0,0.0
mp-571414,KNa(BH4)2,0.0,0.0,1.0,12,3m,156,139.75344045531452,4.70349038,4.70348996,7.29443079,90.00000000,90.00000000,120.00000296,0.16442,0.0,0.0,0.0,0.0,0.116695,0.12428,0.12428,-0.12428,0.0,0.116695,0.0,0.0,0.10483,0.10483,-0.16442,0.0,0.0,0.0
mp-570136,CuI,0.0,0.0,1.0,12,3m,156,336.5500783967624,4.16776466,4.16776469,22.37240560,90.00000000,90.00000000,119.99999974,0.01316,0.0,0.0,0.0,0.0,0.00624,0.01079,0.01079,-0.01079,0.0,0.00624,0.0,0.0,0.00125,0.00125,0.01316,0.0,0.0,0.0
mp-680111,CdI2,0.0,1.0,-0.6,12,3m,156,480.57373809427474,4.35149053,4.35149079,29.30577978,90.00000000,90.00000000,119.99999792,0.003758,0.0,0.0,0.0,0.0,0.006095,0.001905,0.001905,-0.001905,0.0,0.006095,0.0,0.0,-1e-05,-1e-05,0.00187,0.0,0.0,0.0
mp-853165,Li5CoOF5,0.0,0.0,1.0,12,3m,156,133.98354935604092,3.21177737,3.21137077,14.99989554,89.99996389,90.00161353,120.00074751,0.86183,0.0,0.0,0.0,0.0,-0.20815,-0.075205,-0.075205,0.075205,0.0,-0.20815,0.0,0.0,-0.30443,-0.30443,0.86183,0.0,0.0,0.0
mp-765877,Li5NiOF5,0.0,0.0,1.0,12,3m,156,133.07895418534974,3.17807417,3.17774674,15.21530340,89.99999817,89.96093889,119.99658237,0.73585,0.0,0.0,0.0,0.0,-0.39026,0.098295,0.098295,-0.098295,0.0,-0.39026,0.0,0.0,-0.42842,-0.42842,0.73585,0.0,0.0,0.0
mp-764320,Li5MnOF5,0.0,0.0,1.0,12,3m,156,140.57137967531796,3.29727269,3.29885809,14.92510462,89.99999852,90.01296327,120.01589734,1.05881,0.0,0.0,0.0,0.0,-0.175065,0.167685,0.167685,-0.167685,0.0,-0.175065,0.0,0.0,-0.35486,-0.35486,1.05881,0.0,0.0,0.0
mp-775808,MgO,0.0,0.0,1.0,12,3m,156,147.17636814291865,3.29264091,3.29264144,15.67592858,90.00060510,89.99940200,120.00334431,1.34607,0.0,0.0,0.0,0.0,-0.419515,0.001805,0.001805,-0.001805,0.0,-0.419515,0.0,0.0,-0.58053,-0.58053,1.34607,0.0,0.0,0.0
mp-23771,SmH3(CO2)3,0.0,0.0,1.0,13,3m,160,132.7305920122953,6.27869297,6.27869297,6.27869297,115.44565785,115.44565781,115.44565769,0.20773,0.0,0.0,0.0,0.0,-0.14049,0.189515,0.189515,-0.189515,0.0,-0.14049,0.0,0.0,0.07178,0.07178,-0.20773,0.0,0.0,0.0
mp-23837,NdH3(CO2)3,0.0,0.0,1.0,13,3m,160,136.25159728301887,6.32876384,6.32876384,6.32876384,115.42230020,115.42230021,115.42230018,0.23377,0.0,0.0,0.0,0.0,0.15119,-0.174085,-0.174085,0.174085,0.0,0.15119,0.0,0.0,-0.04562,-0.04562,0.23377,0.0,0.0,0.0
mp-642991,TbH3(CO2)3,0.0,0.0,1.0,13,3m,160,126.37138376210274,6.19638071,6.19638071,6.19638017,115.53873078,115.53873078,115.53872453,0.32589,0.0,0.0,0.0,0.0,0.183645,-0.12682,-0.12682,0.12682,0.0,0.183645,0.0,0.0,-0.00977,-0.00977,0.32589,0.0,0.0,0.0
mp-642729,LaH3(CO2)3,0.0,0.0,1.0,13,3m,160,141.92444887982163,6.42243865,6.42243865,6.42243876,115.45490374,115.45490374,115.45490190,0.26565,0.0,0.0,0.0,0.0,0.1838,-0.118545,-0.118545,0.118545,0.0,0.1838,0.0,0.0,-0.05118,-0.05118,0.26565,0.0,0.0,0.0
mp-642999,TmH3(CO2)3,0.0,0.0,1.0,13,3m,160,122.236749499089,6.12864625,6.12864625,6.12864616,115.54154347,115.54154347,115.54154513,0.28337,0.0,0.0,0.0,0.0,0.160625,-0.16393,-0.16393,0.16393,0.0,0.160625,0.0,0.0,-0.06199,-0.06199,0.28337,0.0,0.0,0.0
mp-780876,Li6Fe(OF)3,0.0,1.0,-1.16667,13,3m,160,152.65024088726932,5.44591517,5.44591517,5.44591530,100.27294841,100.27294841,100.27294592,0.586806,0.0,0.0,0.0,0.0,-0.24856,-0.168335,-0.168335,0.168335,0.0,-0.24856,0.0,0.0,-0.71691,-0.71691,-0.52536,0.0,0.0,0.0
mp-567313,Te,1.0,0.0,0.0,3,32,154,104.55287726517192,4.49304435,4.49304435,5.98031343,90.00000000,90.00000000,119.99999993,1.23232,1.23232,-1.23232,0.0,0.243295,0.0,0.0,0.0,0.0,0.0,0.0,-0.243295,-1.23232,0.0,0.0,0.0,0.0,0.0,0.0
mp-766917,LiVF6,1.0,0.0,0.0,8,32,149,98.75109953030592,4.96015558,4.95976536,4.63477396,89.93036589,90.05951779,60.00626770,0.122505,-0.122505,0.122505,0.0,-0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.1778,0.122505,0.0,0.0,0.0,0.0,0.0,0.0
mp-559092,ScF3,1.0,0.0,0.0,4,32,155,67.35611188767281,4.06874979,4.06874907,4.06874943,89.82848458,89.82848465,89.82847471,0.11791,0.11791,-0.11791,0.0,-0.14619,0.0,0.0,0.0,0.0,0.0,0.0,0.14619,-0.11791,0.0,0.0,0.0,0.0,0.0,0.0
mp-676851,KNO3,1.0,0.0,0.0,5,32,155,90.53277827836494,4.64186492,4.64186503,4.64186505,74.26837863,74.26837821,74.26837732,0.124015,0.124015,-0.124015,0.0,-0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0991,-0.124015,0.0,0.0,0.0,0.0,0.0,0.0
mp-752446,RbNO3,1.0,0.0,0.0,5,32,155,101.42668867397839,4.70898061,4.70898061,4.70898061,98.29982043,81.70017957,98.29982043,0.129065,-0.129065,0.129065,0.0,0.035455,0.0,0.0,0.0,0.0,0.0,0.0,-0.035455,0.129065,0.0,0.0,0.0,0.0,0.0,0.0
mp-676561,Ag3SI,1.0,0.0,0.0,5,32,155,124.86938370090161,8.70921141,4.99904013,4.99904066,88.99214430,53.54528968,54.97074208,0.28736,-0.28736,0.28736,0.0,-0.211135,0.0,0.0,0.0,0.0,0.0,0.0,0.211135,0.28736,0.0,0.0,0.0,0.0,0.0,0.0
mp-358,HgTe,1.0,0.0,0.0,6,32,152,200.51546601615823,4.71525606,4.71525606,10.41373881,90.00000000,90.00000000,120.00000002,0.57447,0.57447,-0.57447,0.0,0.84258,0.0,0.0,0.0,0.0,0.0,0.0,-0.84258,-0.57447,0.0,0.0,0.0,0.0,0.0,0.0
mp-27816,Ag3BO3,1.0,0.0,0.0,7,32,155,99.18943607394233,5.95965980,5.95965981,5.95965981,116.59027645,116.59027646,116.59027645,0.138375,-0.138375,0.138375,0.0,-0.31662,0.0,0.0,0.0,0.0,0.0,0.0,0.31662,0.138375,0.0,0.0,0.0,0.0,0.0,0.0
mp-19,Te,1.0,0.0,0.0,3,32,152,105.09443753138906,4.51237418,4.51237418,5.95989883,90.00000000,90.00000000,120.00000001,1.185505,1.185505,-1.185505,0.0,-0.25821,0.0,0.0,0.0,0.0,0.0,0.0,0.25821,-1.185505,0.0,0.0,0.0,0.0,0.0,0.0
